,code,desc,rule
72,O22.02,"Varicose veins of lower extremity in pregnancy, second trimester",maternity
73,O22.03,"Varicose veins of lower extremity in pregnancy, third trimester",maternity
74,O22.10,"Genital varices in pregnancy, unspecified trimester",maternity
75,O22.11,"Genital varices in pregnancy, first trimester",maternity
76,O22.12,"Genital varices in pregnancy, second trimester",maternity
77,O22.13,"Genital varices in pregnancy, third trimester",maternity
78,O22.20,"Superficial thrombophlebitis in pregnancy, unspecified trimester",maternity
79,O22.21,"Superficial thrombophlebitis in pregnancy, first trimester",maternity
80,O22.22,"Superficial thrombophlebitis in pregnancy, second trimester",maternity
81,O22.23,"Superficial thrombophlebitis in pregnancy, third trimester",maternity
82,O22.30,"Deep phlebothrombosis in pregnancy, unspecified trimester",maternity
83,O22.31,"Deep phlebothrombosis in pregnancy, first trimester",maternity
84,O22.32,"Deep phlebothrombosis in pregnancy, second trimester",maternity
85,O22.33,"Deep phlebothrombosis in pregnancy, third trimester",maternity
86,O22.40,"Hemorrhoids in pregnancy, unspecified trimester",maternity
87,O22.41,"Hemorrhoids in pregnancy, first trimester",maternity
88,O22.42,"Hemorrhoids in pregnancy, second trimester",maternity
89,O22.43,"Hemorrhoids in pregnancy, third trimester",maternity
90,O22.50,"Cerebral venous thrombosis in pregnancy, unspecified trimester",maternity
91,O22.51,"Cerebral venous thrombosis in pregnancy, first trimester",maternity
92,O22.52,"Cerebral venous thrombosis in pregnancy, second trimester",maternity
93,O22.53,"Cerebral venous thrombosis in pregnancy, third trimester",maternity
94,O22.8X1,"Other venous complications in pregnancy, first trimester",maternity
95,O22.8X2,"Other venous complications in pregnancy, second trimester",maternity
96,O22.8X3,"Other venous complications in pregnancy, third trimester",maternity
97,O22.8X9,"Other venous complications in pregnancy, unspecified trimester",maternity
98,O22.90,"Venous complication in pregnancy, unspecified, unspecified trimester",maternity
99,O22.91,"Venous complication in pregnancy, unspecified, first trimester",maternity
0,O22.92,"Venous complication in pregnancy, unspecified, second trimester",maternity
1,O22.93,"Venous complication in pregnancy, unspecified, third trimester",maternity
2,O23.00,"Infections of kidney in pregnancy, unspecified trimester",maternity
3,O23.01,"Infections of kidney in pregnancy, first trimester",maternity
4,O23.02,"Infections of kidney in pregnancy, second trimester",maternity
5,O23.03,"Infections of kidney in pregnancy, third trimester",maternity
6,O23.10,"Infections of bladder in pregnancy, unspecified trimester",maternity
7,O23.11,"Infections of bladder in pregnancy, first trimester",maternity
8,O23.12,"Infections of bladder in pregnancy, second trimester",maternity
9,O23.13,"Infections of bladder in pregnancy, third trimester",maternity
10,O23.20,"Infections of urethra in pregnancy, unspecified trimester",maternity
11,O23.21,"Infections of urethra in pregnancy, first trimester",maternity
12,O23.22,"Infections of urethra in pregnancy, second trimester",maternity
13,O23.23,"Infections of urethra in pregnancy, third trimester",maternity
14,O23.30,"Infections of other parts of urinary tract in pregnancy, unspecified trimester",maternity
15,O23.31,"Infections of other parts of urinary tract in pregnancy, first trimester",maternity
16,O23.32,"Infections of other parts of urinary tract in pregnancy, second trimester",maternity
17,O23.33,"Infections of other parts of urinary tract in pregnancy, third trimester",maternity
18,O23.40,"Unspecified infection of urinary tract in pregnancy, unspecified trimester",maternity
19,O23.41,"Unspecified infection of urinary tract in pregnancy, first trimester",maternity
20,O23.42,"Unspecified infection of urinary tract in pregnancy, second trimester",maternity
21,O23.43,"Unspecified infection of urinary tract in pregnancy, third trimester",maternity
22,O23.511,"Infections of cervix in pregnancy, first trimester",maternity
23,O23.512,"Infections of cervix in pregnancy, second trimester",maternity
24,O23.513,"Infections of cervix in pregnancy, third trimester",maternity
25,O23.519,"Infections of cervix in pregnancy, unspecified trimester",maternity
26,O23.521,"Salpingo-oophoritis in pregnancy, first trimester",maternity
27,O23.522,"Salpingo-oophoritis in pregnancy, second trimester",maternity
28,O23.523,"Salpingo-oophoritis in pregnancy, third trimester",maternity
29,O23.529,"Salpingo-oophoritis in pregnancy, unspecified trimester",maternity
30,O23.591,"Infection of other part of genital tract in pregnancy, first trimester",maternity
31,O23.592,"Infection of other part of genital tract in pregnancy, second trimester",maternity
32,O23.593,"Infection of other part of genital tract in pregnancy, third trimester",maternity
33,O23.599,"Infection of other part of genital tract in pregnancy, unspecified trimester",maternity
34,O23.90,"Unspecified genitourinary tract infection in pregnancy, unspecified trimester",maternity
35,O23.91,"Unspecified genitourinary tract infection in pregnancy, first trimester",maternity
36,O23.92,"Unspecified genitourinary tract infection in pregnancy, second trimester",maternity
37,O23.93,"Unspecified genitourinary tract infection in pregnancy, third trimester",maternity
38,O24.011,"Pre-existing type 1 diabetes mellitus, in pregnancy, first trimester",maternity
39,O24.012,"Pre-existing type 1 diabetes mellitus, in pregnancy, second trimester",maternity
40,O24.013,"Pre-existing type 1 diabetes mellitus, in pregnancy, third trimester",maternity
41,O24.019,"Pre-existing type 1 diabetes mellitus, in pregnancy, unspecified trimester",maternity
42,O24.02,"Pre-existing type 1 diabetes mellitus, in childbirth",maternity
43,O24.03,"Pre-existing type 1 diabetes mellitus, in the puerperium",maternity
44,O24.111,"Pre-existing type 2 diabetes mellitus, in pregnancy, first trimester",maternity
45,O24.112,"Pre-existing type 2 diabetes mellitus, in pregnancy, second trimester",maternity
46,O24.113,"Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester",maternity
47,O24.119,"Pre-existing type 2 diabetes mellitus, in pregnancy, unspecified trimester",maternity
48,O24.12,"Pre-existing type 2 diabetes mellitus, in childbirth",maternity
49,O24.13,"Pre-existing type 2 diabetes mellitus, in the puerperium",maternity
50,O24.311,"Unspecified pre-existing diabetes mellitus in pregnancy, first trimester",maternity
51,O24.312,"Unspecified pre-existing diabetes mellitus in pregnancy, second trimester",maternity
52,O24.313,"Unspecified pre-existing diabetes mellitus in pregnancy, third trimester",maternity
53,O24.319,"Unspecified pre-existing diabetes mellitus in pregnancy, unspecified trimester",maternity
54,O24.32,Unspecified pre-existing diabetes mellitus in childbirth,maternity
55,O24.33,Unspecified pre-existing diabetes mellitus in the puerperium,maternity
56,O24.410,"Gestational diabetes mellitus in pregnancy, diet controlled",maternity
57,O24.414,"Gestational diabetes mellitus in pregnancy, insulin controlled",maternity
58,O24.415,"Gestational diabetes mellitus in pregnancy, controlled by oral hypoglycemic drugs",maternity
59,O24.419,"Gestational diabetes mellitus in pregnancy, unspecified control",maternity
60,O24.420,"Gestational diabetes mellitus in childbirth, diet controlled",maternity
61,O24.424,"Gestational diabetes mellitus in childbirth, insulin controlled",maternity
62,O24.425,"Gestational diabetes mellitus in childbirth, controlled by oral hypoglycemic drugs",maternity
63,O24.429,"Gestational diabetes mellitus in childbirth, unspecified control",maternity
64,O24.430,"Gestational diabetes mellitus in the puerperium, diet controlled",maternity
65,O24.434,"Gestational diabetes mellitus in the puerperium, insulin controlled",maternity
66,O24.435,"Gestational diabetes mellitus in puerperium, controlled by oral hypoglycemic drugs",maternity
67,O24.439,"Gestational diabetes mellitus in the puerperium, unspecified control",maternity
68,O24.811,"Other pre-existing diabetes mellitus in pregnancy, first trimester",maternity
69,O24.812,"Other pre-existing diabetes mellitus in pregnancy, second trimester",maternity
70,O24.813,"Other pre-existing diabetes mellitus in pregnancy, third trimester",maternity
71,O24.819,"Other pre-existing diabetes mellitus in pregnancy, unspecified trimester",maternity
72,O24.82,Other pre-existing diabetes mellitus in childbirth,maternity
73,O24.83,Other pre-existing diabetes mellitus in the puerperium,maternity
74,O24.911,"Unspecified diabetes mellitus in pregnancy, first trimester",maternity
75,O24.912,"Unspecified diabetes mellitus in pregnancy, second trimester",maternity
76,O24.913,"Unspecified diabetes mellitus in pregnancy, third trimester",maternity
77,O24.919,"Unspecified diabetes mellitus in pregnancy, unspecified trimester",maternity
78,O24.92,Unspecified diabetes mellitus in childbirth,maternity
79,O24.93,Unspecified diabetes mellitus in the puerperium,maternity
80,O25.10,"Malnutrition in pregnancy, unspecified trimester",maternity
81,O25.11,"Malnutrition in pregnancy, first trimester",maternity
82,O25.12,"Malnutrition in pregnancy, second trimester",maternity
83,O25.13,"Malnutrition in pregnancy, third trimester",maternity
84,O25.2,Malnutrition in childbirth,maternity
85,O25.3,Malnutrition in the puerperium,maternity
86,O26.00,"Excessive weight gain in pregnancy, unspecified trimester",maternity
87,O26.01,"Excessive weight gain in pregnancy, first trimester",maternity
88,O26.02,"Excessive weight gain in pregnancy, second trimester",maternity
89,O26.03,"Excessive weight gain in pregnancy, third trimester",maternity
90,O26.10,"Low weight gain in pregnancy, unspecified trimester",maternity
91,O26.11,"Low weight gain in pregnancy, first trimester",maternity
92,O26.12,"Low weight gain in pregnancy, second trimester",maternity
93,O26.13,"Low weight gain in pregnancy, third trimester",maternity
94,O26.20,"Pregnancy care for patient with recurrent pregnancy loss, unspecified trimester",maternity
95,O26.21,"Pregnancy care for patient with recurrent pregnancy loss, first trimester",maternity
96,O26.22,"Pregnancy care for patient with recurrent pregnancy loss, second trimester",maternity
97,O26.23,"Pregnancy care for patient with recurrent pregnancy loss, third trimester",maternity
98,O26.30,"Retained intrauterine contraceptive device in pregnancy, unspecified trimester",maternity
99,O26.31,"Retained intrauterine contraceptive device in pregnancy, first trimester",maternity
0,O26.32,"Retained intrauterine contraceptive device in pregnancy, second trimester",maternity
1,O26.33,"Retained intrauterine contraceptive device in pregnancy, third trimester",maternity
2,O26.40,"Herpes gestationis, unspecified trimester",maternity
3,O26.41,"Herpes gestationis, first trimester",maternity
4,O26.42,"Herpes gestationis, second trimester",maternity
5,O26.43,"Herpes gestationis, third trimester",maternity
6,O26.50,"Maternal hypotension syndrome, unspecified trimester",maternity
7,O26.51,"Maternal hypotension syndrome, first trimester",maternity
8,O26.52,"Maternal hypotension syndrome, second trimester",maternity
9,O26.53,"Maternal hypotension syndrome, third trimester",maternity
10,O26.611,"Liver and biliary tract disorders in pregnancy, first trimester",maternity
11,O26.612,"Liver and biliary tract disorders in pregnancy, second trimester",maternity
12,O26.613,"Liver and biliary tract disorders in pregnancy, third trimester",maternity
13,O26.619,"Liver and biliary tract disorders in pregnancy, unspecified trimester",maternity
14,O26.62,Liver and biliary tract disorders in childbirth,maternity
