code,title,category,window,chapter
S58.9,"Traumatic amputation of forearm, level unspecified",Traumatic amputation of forearm,Injuries to the elbow and forearm,XIX
S59,Other and unspecified injuries of forearm,Other and unspecified injuries of forearm,Injuries to the elbow and forearm,XIX
S59.7,Multiple injuries of forearm,Other and unspecified injuries of forearm,Injuries to the elbow and forearm,XIX
S59.8,Other specified injuries of forearm,Other and unspecified injuries of forearm,Injuries to the elbow and forearm,XIX
S59.9,Unspecified injury of forearm,Other and unspecified injuries of forearm,Injuries to the elbow and forearm,XIX
S60,Superficial injury of wrist and hand,Superficial injury of wrist and hand,Injuries to the wrist and hand,XIX
S60.0,Contusion of finger(s) without damage to nail,Superficial injury of wrist and hand,Injuries to the wrist and hand,XIX
S60.1,Contusion of finger(s) with damage to nail,Superficial injury of wrist and hand,Injuries to the wrist and hand,XIX
S60.2,Contusion of other parts of wrist and hand,Superficial injury of wrist and hand,Injuries to the wrist and hand,XIX
S60.7,Multiple superficial injuries of wrist and hand,Superficial injury of wrist and hand,Injuries to the wrist and hand,XIX
S60.8,Other superficial injuries of wrist and hand,Superficial injury of wrist and hand,Injuries to the wrist and hand,XIX
S60.9,"Superficial injury of wrist and hand, unspecified",Superficial injury of wrist and hand,Injuries to the wrist and hand,XIX
S61,Open wound of wrist and hand,Open wound of wrist and hand,Injuries to the wrist and hand,XIX
S61.0,Open wound of finger(s) without damage to nail,Open wound of wrist and hand,Injuries to the wrist and hand,XIX
S61.1,Open wound of finger(s) with damage to nail,Open wound of wrist and hand,Injuries to the wrist and hand,XIX
S61.7,Multiple open wounds of wrist and hand,Open wound of wrist and hand,Injuries to the wrist and hand,XIX
S61.8,Open wound of other parts of wrist and hand,Open wound of wrist and hand,Injuries to the wrist and hand,XIX
S61.9,"Open wound of wrist and hand, part unspecified",Open wound of wrist and hand,Injuries to the wrist and hand,XIX
S62,Fracture at wrist and hand level,Fracture at wrist and hand level,Injuries to the wrist and hand,XIX
S62.0,Fracture of navicular [scaphoid] bone of hand,Fracture at wrist and hand level,Injuries to the wrist and hand,XIX
S62.1,Fracture of other carpal bone(s),Fracture at wrist and hand level,Injuries to the wrist and hand,XIX
S62.2,Fracture of first metacarpal bone,Fracture at wrist and hand level,Injuries to the wrist and hand,XIX
S62.3,Fracture of other metacarpal bone,Fracture at wrist and hand level,Injuries to the wrist and hand,XIX
S62.4,Multiple fractures of metacarpal bones,Fracture at wrist and hand level,Injuries to the wrist and hand,XIX
S62.5,Fracture of thumb,Fracture at wrist and hand level,Injuries to the wrist and hand,XIX
S62.6,Fracture of other finger,Fracture at wrist and hand level,Injuries to the wrist and hand,XIX
S62.7,Multiple fractures of fingers,Fracture at wrist and hand level,Injuries to the wrist and hand,XIX
S62.8,Fracture of other and unspecified parts of wrist and hand,Fracture at wrist and hand level,Injuries to the wrist and hand,XIX
S63,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level","Dislocation, sprain and strain of joints and ligaments at wrist and hand level",Injuries to the wrist and hand,XIX
S63.0,Dislocation of wrist,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",Injuries to the wrist and hand,XIX
S63.1,Dislocation of finger,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",Injuries to the wrist and hand,XIX
S63.2,Multiple dislocations of fingers,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",Injuries to the wrist and hand,XIX
S63.3,Traumatic rupture of ligament of wrist and carpus,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",Injuries to the wrist and hand,XIX
S63.4,Traumatic rupture of ligament of finger at metacarpophalangeal and interphalangeal joint(s),"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",Injuries to the wrist and hand,XIX
S63.5,Sprain and strain of wrist,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",Injuries to the wrist and hand,XIX
S63.6,Sprain and strain of finger(s),"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",Injuries to the wrist and hand,XIX
S63.7,Sprain and strain of other and unspecified parts of hand,"Dislocation, sprain and strain of joints and ligaments at wrist and hand level",Injuries to the wrist and hand,XIX
S64,Injury of nerves at wrist and hand level,Injury of nerves at wrist and hand level,Injuries to the wrist and hand,XIX
S64.0,Injury of ulnar nerve at wrist and hand level,Injury of nerves at wrist and hand level,Injuries to the wrist and hand,XIX
S64.1,Injury of median nerve at wrist and hand level,Injury of nerves at wrist and hand level,Injuries to the wrist and hand,XIX
S64.2,Injury of radial nerve at wrist and hand level,Injury of nerves at wrist and hand level,Injuries to the wrist and hand,XIX
S64.3,Injury of digital nerve of thumb,Injury of nerves at wrist and hand level,Injuries to the wrist and hand,XIX
S64.4,Injury of digital nerve of other finger,Injury of nerves at wrist and hand level,Injuries to the wrist and hand,XIX
S64.7,Injury of multiple nerves at wrist and hand level,Injury of nerves at wrist and hand level,Injuries to the wrist and hand,XIX
S64.8,Injury of other nerves at wrist and hand level,Injury of nerves at wrist and hand level,Injuries to the wrist and hand,XIX
S64.9,Injury of unspecified nerve at wrist and hand level,Injury of nerves at wrist and hand level,Injuries to the wrist and hand,XIX
S65,Injury of blood vessels at wrist and hand level,Injury of blood vessels at wrist and hand level,Injuries to the wrist and hand,XIX
S65.0,Injury of ulnar artery at wrist and hand level,Injury of blood vessels at wrist and hand level,Injuries to the wrist and hand,XIX
S65.1,Injury of radial artery at wrist and hand level,Injury of blood vessels at wrist and hand level,Injuries to the wrist and hand,XIX
S65.2,Injury of superficial palmar arch,Injury of blood vessels at wrist and hand level,Injuries to the wrist and hand,XIX
S65.3,Injury of deep palmar arch,Injury of blood vessels at wrist and hand level,Injuries to the wrist and hand,XIX
S65.4,Injury of blood vessel(s) of thumb,Injury of blood vessels at wrist and hand level,Injuries to the wrist and hand,XIX
S65.5,Injury of blood vessel(s) of other finger,Injury of blood vessels at wrist and hand level,Injuries to the wrist and hand,XIX
S65.7,Injury of multiple blood vessels at wrist and hand level,Injury of blood vessels at wrist and hand level,Injuries to the wrist and hand,XIX
S65.8,Injury of other blood vessels at wrist and hand level,Injury of blood vessels at wrist and hand level,Injuries to the wrist and hand,XIX
S65.9,Injury of unspecified blood vessel at wrist and hand level,Injury of blood vessels at wrist and hand level,Injuries to the wrist and hand,XIX
S66,Injury of muscle and tendon at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S66.0,Injury of long flexor muscle and tendon of thumb at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S66.1,Injury of flexor muscle and tendon of other finger at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S66.2,Injury of extensor muscle and tendon of thumb at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S66.3,Injury of extensor muscle and tendon of other finger at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S66.4,Injury of intrinsic muscle and tendon of thumb at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S66.5,Injury of intrinsic muscle and tendon of other finger at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S66.6,Injury of multiple flexor muscles and tendons at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S66.7,Injury of multiple extensor muscles and tendons at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S66.8,Injury of other muscles and tendons at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S66.9,Injury of unspecified muscle and tendon at wrist and hand level,Injury of muscle and tendon at wrist and hand level,Injuries to the wrist and hand,XIX
S67,Crushing injury of wrist and hand,Crushing injury of wrist and hand,Injuries to the wrist and hand,XIX
S67.0,Crushing injury of thumb and other finger(s),Crushing injury of wrist and hand,Injuries to the wrist and hand,XIX
S67.8,Crushing injury of other and unspecified parts of wrist and hand,Crushing injury of wrist and hand,Injuries to the wrist and hand,XIX
S68,Traumatic amputation of wrist and hand,Traumatic amputation of wrist and hand,Injuries to the wrist and hand,XIX
S68.0,Traumatic amputation of thumb (complete)(partial),Traumatic amputation of wrist and hand,Injuries to the wrist and hand,XIX
S68.1,Traumatic amputation of other single finger (complete)(partial),Traumatic amputation of wrist and hand,Injuries to the wrist and hand,XIX
S68.2,Traumatic amputation of two or more fingers alone (complete)(partial),Traumatic amputation of wrist and hand,Injuries to the wrist and hand,XIX
S68.3,Combined traumatic amputation of (part of) finger(s) with other parts of wrist and hand,Traumatic amputation of wrist and hand,Injuries to the wrist and hand,XIX
S68.4,Traumatic amputation of hand at wrist level,Traumatic amputation of wrist and hand,Injuries to the wrist and hand,XIX
S68.8,Traumatic amputation of other parts of wrist and hand,Traumatic amputation of wrist and hand,Injuries to the wrist and hand,XIX
S68.9,"Traumatic amputation of wrist and hand, level unspecified",Traumatic amputation of wrist and hand,Injuries to the wrist and hand,XIX
S69,Other and unspecified injuries of wrist and hand,Other and unspecified injuries of wrist and hand,Injuries to the wrist and hand,XIX
S69.7,Multiple injuries of wrist and hand,Other and unspecified injuries of wrist and hand,Injuries to the wrist and hand,XIX
S69.8,Other specified injuries of wrist and hand,Other and unspecified injuries of wrist and hand,Injuries to the wrist and hand,XIX
S69.9,Unspecified injury of wrist and hand,Other and unspecified injuries of wrist and hand,Injuries to the wrist and hand,XIX
S70,Superficial injury of hip and thigh,Superficial injury of hip and thigh,Injuries to the hip and thigh,XIX
S70.0,Contusion of hip,Superficial injury of hip and thigh,Injuries to the hip and thigh,XIX
S70.1,Contusion of thigh,Superficial injury of hip and thigh,Injuries to the hip and thigh,XIX
S70.7,Multiple superficial injuries of hip and thigh,Superficial injury of hip and thigh,Injuries to the hip and thigh,XIX
S70.8,Other superficial injuries of hip and thigh,Superficial injury of hip and thigh,Injuries to the hip and thigh,XIX
S70.9,"Superficial injury of hip and thigh, unspecified",Superficial injury of hip and thigh,Injuries to the hip and thigh,XIX
S71,Open wound of hip and thigh,Open wound of hip and thigh,Injuries to the hip and thigh,XIX
S71.0,Open wound of hip,Open wound of hip and thigh,Injuries to the hip and thigh,XIX
S71.1,Open wound of thigh,Open wound of hip and thigh,Injuries to the hip and thigh,XIX
S71.7,Multiple open wounds of hip and thigh,Open wound of hip and thigh,Injuries to the hip and thigh,XIX
S71.8,Open wound of other and unspecified parts of pelvic girdle,Open wound of hip and thigh,Injuries to the hip and thigh,XIX
S72,Fracture of femur,Fracture of femur,Injuries to the hip and thigh,XIX
S72.0,Fracture of neck of femur,Fracture of femur,Injuries to the hip and thigh,XIX
S72.1,Pertrochanteric fracture,Fracture of femur,Injuries to the hip and thigh,XIX
S72.2,Subtrochanteric fracture,Fracture of femur,Injuries to the hip and thigh,XIX
S72.3,Fracture of shaft of femur,Fracture of femur,Injuries to the hip and thigh,XIX
S72.4,Fracture of lower end of femur,Fracture of femur,Injuries to the hip and thigh,XIX
S72.7,Multiple fractures of femur,Fracture of femur,Injuries to the hip and thigh,XIX
S72.8,Fractures of other parts of femur,Fracture of femur,Injuries to the hip and thigh,XIX
S72.9,"Fracture of femur, part unspecified",Fracture of femur,Injuries to the hip and thigh,XIX
S73,"Dislocation, sprain and strain of joint and ligaments of hip","Dislocation, sprain and strain of joint and ligaments of hip",Injuries to the hip and thigh,XIX
