code,desc,remark,window
38.50,"Ligation And Stripping Of Varicose Veins, Unspecified Site",38.50 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.51,"Ligation And Stripping Of Varicose Veins, Intracranial Vessels",38.51 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.52,"Ligation And Stripping Of Varicose Veins, Other Vessels Of Head And Neck",38.52 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.53,"Ligation And Stripping Of Varicose Veins, Upper Limb Vessels",38.53 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.55,"Ligation And Stripping Of Varicose Veins, Thoracic Vessel",38.55 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.57,"Ligation And Stripping Of Varicose Veins, Abdominal Veins",38.57 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.59,"Ligation And Stripping Of Varicose Veins, Lower Limb Veins",38.59 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.6,Other Excision Of Vessels,A child code below 38.6 with greater detail should be used.,35-39 Operations On The Cardiovascular System
38.60,"Other Excision Of Vessels, Unspecified",38.60 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.61,"Other Excision Of Vessels, Intracranial Vessels",38.61 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.62,"Other Excision Of Vessels, Other Vessels Of Head And Neck",38.62 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.63,"Other Excision Of Vessels, Upper Limb Vessels",38.63 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.64,"Other Excision Of Vessels, Aorta, Abdominal",38.64 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.65,"Other Excision Of Vessels, Thoracic Vessel",38.65 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.66,"Other Excision Of Vessels, Abdominal Arteries",38.66 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.67,"Other Excision Of Vessels, Abdominal Veins",38.67 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.68,"Other Excision Of Vessels, Lower Limb Arteries",38.68 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.69,"Other Excision Of Vessels, Lower Limb Veins",38.69 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.7,Interruption Of Vena Cava,38.7 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.8,Other Surgical Occlusion Of Vessels,A child code below 38.8 with greater detail should be used.,35-39 Operations On The Cardiovascular System
38.80,"Other Surgical Occlusion Of Vessels, Unspecified",38.80 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.81,"Other Surgical Occlusion Of Vessels, Intracranial Vessels",38.81 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.82,"Other Surgical Occlusion Of Vessels, Other Vessels Of Head And Neck",38.82 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.83,"Other Surgical Occlusion Of Vessels, Upper Limb Vessels",38.83 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.84,"Other Surgical Occlusion Of Vessels, Aorta, Abdominal",38.84 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.85,"Other Surgical Occlusion Of Vessels, Thoracic Vessel",38.85 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.86,"Other Surgical Occlusion Of Vessels, Abdominal Arteries",38.86 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.87,"Other Surgical Occlusion Of Vessels, Abdominal Veins",38.87 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.88,"Other Surgical Occlusion Of Vessels, Lower Limb Arteries",38.88 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.89,"Other Surgical Occlusion Of Vessels, Lower Limb Veins",38.89 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.9,Puncture Of Vessel,A child code below 38.9 with greater detail should be used.,35-39 Operations On The Cardiovascular System
38.91,Arterial Catheterization,38.91 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.92,Umbilical Vein Catheterization,38.92 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.93,"Venous Catheterization, Not Elsewhere Classified",38.93 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.94,Venous Cutdown,38.94 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.95,Venous Catheterization For Renal Dialysis,38.95 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.97,Central Venous Catheter Placement With Guidance,38.97 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.98,Other Puncture Of Artery,38.98 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
38.99,Other Puncture Of Vein,38.99 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39,Other Operations On Vessels,A child code below 39 with greater detail should be used.,35-39 Operations On The Cardiovascular System
39.0,Systemic To Pulmonary Artery Shunt,39.0 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.1,Intra-Abdominal Venous Shunt,39.1 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.2,Other Shunt Or Vascular Bypass,A child code below 39.2 with greater detail should be used.,35-39 Operations On The Cardiovascular System
39.21,Caval-Pulmonary Artery Anastomosis,39.21 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.22,Aorta-Subclavian-Carotid Bypass,39.22 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.23,Other Intrathoracic Vascular Shunt Or Bypass,39.23 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.24,Aorta-Renal Bypass,39.24 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.25,Aorta-Iliac-Femoral Bypass,39.25 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.26,Other Intra-Abdominal Vascular Shunt Or Bypass,39.26 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.27,Arteriovenostomy For Renal Dialysis,39.27 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.28,Extracranial-Intracranial (Ec-Ic) Vascular Bypass,39.28 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.29,Other (Peripheral) Vascular Shunt Or Bypass,39.29 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.3,Suture Of Vessel,A child code below 39.3 with greater detail should be used.,35-39 Operations On The Cardiovascular System
39.30,Suture Of Unspecified Blood Vessel,39.30 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.31,Suture Of Artery,39.31 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.32,Suture Of Vein,39.32 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.4,Revision Of Vascular Procedure,A child code below 39.4 with greater detail should be used.,35-39 Operations On The Cardiovascular System
39.41,Control Of Hemorrhage Following Vascular Surgery,39.41 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.42,Revision Of Arteriovenous Shunt For Renal Dialysis,39.42 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.43,Removal Of Arteriovenous Shunt For Renal Dialysis,39.43 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.49,Other Revision Of Vascular Procedure,39.49 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.5,Other Repair Of Vessels,A child code below 39.5 with greater detail should be used.,35-39 Operations On The Cardiovascular System
39.50,Angioplasty Of Other Non-Coronary Vessel,39.50 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.51,Clipping Of Aneurysm,39.51 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.52,Other Repair Of Aneurysm,39.52 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
39.53,Repair Of Arteriovenous Fistula,39.53 is a specific code and is valid to identify a procedure.,35-39 Operations On The Cardiovascular System
